,title,certification,rating,numStudent,difficulty,link,skills
621,Claves para Gestionar Personas,COURSE,4.8,75k,Mixed,https://www.coursera.org/learn/gestionar-personas,Persona (User Experience)LeadershipHuman Resources (HR)
622,Reporting extra-financier et stratégie RSE,COURSE,4.7,6.4k,Beginner,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,Persona (User Experience)LeadershipHuman Resources (HR)
623,Certified Ethical Emerging Technologist,PROFESSIONAL CERTIFICATE,4.7,2.1k,Beginner,https://www.coursera.org/professional-certificates/certified-ethical-emerging-technologist,CommunicationRisk ManagementEthics of Data ScienceEthics Of Artificial IntelligenceLeadershipBusiness AnalysisInformation PrivacyBusiness StrategyComplianceGeneral StatisticsRisk AssessmentPrivacy
624,Sales Operations/Management,SPECIALIZATION,4.5,13k,Beginner,https://www.coursera.org/specializations/sales-operations,CommunicationRisk ManagementEthics of Data ScienceEthics Of Artificial IntelligenceLeadershipBusiness AnalysisInformation PrivacyBusiness StrategyComplianceGeneral StatisticsRisk AssessmentPrivacy
625,Entrepreneurship Strategy: From Ideation to Exit,COURSE,4.8,30k,Beginner,https://www.coursera.org/learn/entrepreneurship-strategy,CommunicationRisk ManagementEthics of Data ScienceEthics Of Artificial IntelligenceLeadershipBusiness AnalysisInformation PrivacyBusiness StrategyComplianceGeneral StatisticsRisk AssessmentPrivacy
626,Systems Thinking In Public Health,COURSE,4.6,39k,Mixed,https://www.coursera.org/learn/systems-thinking,CommunicationRisk ManagementEthics of Data ScienceEthics Of Artificial IntelligenceLeadershipBusiness AnalysisInformation PrivacyBusiness StrategyComplianceGeneral StatisticsRisk AssessmentPrivacy
627,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,COURSE,4.7,21k,Intermediate,https://www.coursera.org/learn/crash-course-in-causality,Instrumental VariablePropensity Score MatchingCausal InferenceCausality
628,Public Policy Challenges of the 21st Century,COURSE,4.6,62k,Beginner,https://www.coursera.org/learn/public-policy,Instrumental VariablePropensity Score MatchingCausal InferenceCausality
629,Modernizing Data Lakes and Data Warehouses with GCP,COURSE,4.7,23k,Intermediate,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp,Instrumental VariablePropensity Score MatchingCausal InferenceCausality
630,The Addicted Brain,COURSE,4.6,150k,Beginner,https://www.coursera.org/learn/addiction-and-the-brain,Prevention ProgramsAddiction TreatmentBrainDrug And Alcohol Abuse Treatment
631,Introduction to Systems Engineering,COURSE,4.7,40k,Mixed,https://www.coursera.org/learn/systems-engineering,Prevention ProgramsAddiction TreatmentBrainDrug And Alcohol Abuse Treatment
632,Write Your First Novel,COURSE,4.2,36k,Beginner,https://www.coursera.org/learn/write-your-first-novel,Creative WritingNovel WritingStory Telling
633,Business Transformation with Google Cloud,COURSE,4.7,22k,Beginner,https://www.coursera.org/learn/business-transformation-google-cloud,Organizational CultureBusiness TransformationBusiness ValueBusiness StrategyBusiness Case Analysis
634,Excel aplicado a los negocios (Nivel Avanzado),COURSE,4.7,110k,Intermediate,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,Organizational CultureBusiness TransformationBusiness ValueBusiness StrategyBusiness Case Analysis
635,CBRS Professional Training,COURSE,4.7,110k,Beginner,https://www.coursera.org/learn/google-cbrs-professional-training,Organizational CultureBusiness TransformationBusiness ValueBusiness StrategyBusiness Case Analysis
636,Miracles of Human Language: An Introduction to Linguistics,COURSE,4.7,140k,Beginner,https://www.coursera.org/learn/human-language,Essay WritingHistoryEnglish LanguageChinese Language
637,Implementing RPA with Cognitive Automation and Analytics,SPECIALIZATION,4.6,9.9k,Beginner,https://www.coursera.org/specializations/rpa-cognitive-analytics,Deploying and scheduling bot executionDesigning automation blueprintCreating RPA bots using Automation AnywhereAnalyzing bot data for business insightsIdentifying suitable business processes for automationAnalyzing technical and financial possibilitiesProblem SolvingEffort estimation of process automationIdentifying business processes for automationDesigning RPA technical specification documentsCreating RPA botsIntegrating version controls
638,The Truth About Cats and Dogs,COURSE,4.8,47k,Mixed,https://www.coursera.org/learn/cats-and-dogs,AnimalBehavior Problems Diagnosis And TreatmentAnimal BehaviorDog
639,Healthcare Law,SPECIALIZATION,4.8,3.6k,Intermediate,https://www.coursera.org/specializations/healthcare-law,Affordable Care ActHealth LawHealth Insurance Portability And Accountability Act (HIPAA)Health PolicyPrivacyHealthcare ManagementHealth Policy AnalysisHealth InsurancePermanent PlacementUnfair Labor PracticesLegal LiabilityBudget Estimation
640,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
641,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
642,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
643,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
644,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
645,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
646,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
647,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
648,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
649,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
650,Ecology: Ecosystem Dynamics and Conservation,COURSE,4.8,34k,Intermediate,https://www.coursera.org/learn/ecology-conservation,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
651,International Marketing & Cross Industry Growth,SPECIALIZATION,4.7,40k,Beginner,https://www.coursera.org/specializations/international-marketing,Business MarketingSports MarketingMarketingGlobal MarketingBrand ManagementMarketing StrategyVariable PricingHospital ManagementHotel ManagementMarketing By MediumEducational Entertainment
652,Cloud Computing,SPECIALIZATION,4.4,140k,Intermediate,https://www.coursera.org/specializations/cloud-computing,Software-Defined NetworkingDistributed ComputingBig DataCloud ComputingDistributed AlgorithmC++NoSQLCloud InfrastructureCloud ApplicationsCloud StorageGraphsMachine Learning
653,Introduction to Computers and Office Productivity Software,COURSE,4.6,12k,Mixed,https://www.coursera.org/learn/introduction-to-computers-and-office-productivity-software,Software-Defined NetworkingDistributed ComputingBig DataCloud ComputingDistributed AlgorithmC++NoSQLCloud InfrastructureCloud ApplicationsCloud StorageGraphsMachine Learning
654,Communication Skills for Engineers,SPECIALIZATION,4.7,33k,Beginner,https://www.coursera.org/specializations/leadership-communication-engineers,Software-Defined NetworkingDistributed ComputingBig DataCloud ComputingDistributed AlgorithmC++NoSQLCloud InfrastructureCloud ApplicationsCloud StorageGraphsMachine Learning
655,Creative Thinking: Techniques and Tools for Success,COURSE,4.7,120k,Beginner,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success,Creative ThinkingProblem SolvingCreativityBrainstorming
656,Secure Coding Practices,SPECIALIZATION,4.4,15k,Intermediate,https://www.coursera.org/specializations/secure-coding-practices,CybersecurityJavasecure programmingC/C++CryptographyAuthentication MethodsIdentifying vulernabilitiesC/C++ ProgrammingJava Programmingsecurity
657,A Law Student's Toolkit,COURSE,4.7,110k,Mixed,https://www.coursera.org/learn/law-student,CybersecurityJavasecure programmingC/C++CryptographyAuthentication MethodsIdentifying vulernabilitiesC/C++ ProgrammingJava Programmingsecurity
658,Epidemiology: The Basic Science of Public Health,COURSE,4.6,150k,Mixed,https://www.coursera.org/learn/epidemiology,CybersecurityJavasecure programmingC/C++CryptographyAuthentication MethodsIdentifying vulernabilitiesC/C++ ProgrammingJava Programmingsecurity
659,Strategic Business Analytics,SPECIALIZATION,4.3,78k,Advanced,https://www.coursera.org/specializations/strategic-analytics,R ProgrammingMarketing AnalyticsPresentationMarketing Performance Measurement And ManagementData AnalysisBusiness AnalyticsMarket SegmentationCustomer Lifetime Value
660,Design Thinking for the Greater Good: Innovation in the Social Sector,COURSE,4.7,28k,Beginner,https://www.coursera.org/learn/uva-darden-design-thinking-social-sector,PrototypingProblem SolvingUser-Centered DesignDesign ThinkingSocial Issues
661,The Art of Music Production,COURSE,4.8,66k,Intermediate,https://www.coursera.org/learn/producing-music,Audio ProductionMusicMusic productionSongwritingMusic recording
662,Business Writing,COURSE,4.8,95k,Beginner,https://www.coursera.org/learn/writing-for-business,GrammarCommunicationBusiness WritingWriting
663,Functional Programming Principles in Scala,COURSE,4.8,180k,Intermediate,https://www.coursera.org/learn/progfun1,RecursionScala ProgrammingArray ProgrammingFunctional Programming
664,Gender and Sexuality: Diversity and Inclusion in the Workplace,COURSE,4.7,23k,Beginner,https://www.coursera.org/learn/gender-sexuality,RecursionScala ProgrammingArray ProgrammingFunctional Programming
665,Population Health During A Pandemic: Contact Tracing and Beyond,COURSE,4.8,9.7k,Beginner,https://www.coursera.org/learn/contact-tracing-for-covid-19,Public HealthContact Tracing
666,Understanding Einstein: The Special Theory of Relativity,COURSE,4.9,110k,Beginner,https://www.coursera.org/learn/einstein-relativity,Public HealthContact Tracing
667,Introduction to Portfolio Construction and Analysis with Python,COURSE,4.8,26k,Mixed,https://www.coursera.org/learn/introduction-portfolio-construction-python,Public HealthContact Tracing
668,Mastering Software Development in R,SPECIALIZATION,4.3,62k,Beginner,https://www.coursera.org/specializations/r,R ProgrammingData Visualization (DataViz)Ggplot2tidyverseObject-Oriented Programming (OOP)Data ManipulationRegular Expression (REGEX)RstudioLogic ProgrammingFunctional ProgrammingProgramming ToolGithub
669,Introduction aux Droits de l’Homme,COURSE,4.9,52k,Mixed,https://www.coursera.org/learn/droits-de-lhomme,International LawInternational RelationsHumanitarianLaw
670,Data Visualization and Dashboards with Excel and Cognos,COURSE,4.6,1.8k,Beginner,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,Microsoft ExcelData AnalysisData Visualization (DataViz)IBM Cognos AnalyticsDashboard
671,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,COURSE,4.7,64k,Advanced,https://www.coursera.org/learn/autodesk-autocad-design-drafting,AutocadDesignAutodeskEngineeringComputer-Aided Design (CAD)
672,Understanding International Relations Theory,COURSE,4.7,46k,Mixed,https://www.coursera.org/learn/international-relations-theory,AutocadDesignAutodeskEngineeringComputer-Aided Design (CAD)
673,Introduction to Software Product Management,COURSE,4.6,85k,Mixed,https://www.coursera.org/learn/introduction-to-software-product-management,Agile Software DevelopmentSoftware Product ManagementSoftware Project Management
674,Six Sigma Principles,COURSE,4.6,67k,Beginner,https://www.coursera.org/learn/six-sigma-principles,Lean Six SigmaProcess ImprovementSix SigmaLean Methods
675,Building Containerized Applications on AWS,COURSE,4.5,11k,Mixed,https://www.coursera.org/learn/containerized-apps-on-aws,Lean Six SigmaProcess ImprovementSix SigmaLean Methods
676,Engineering Project Management: Initiating and Planning,COURSE,4.8,60k,Beginner,https://www.coursera.org/learn/initiating-planning,Project ManagementPlanningProject CharterProject Planning
677,Emerging Technologies: From Smartphones to IoT to Big Data,SPECIALIZATION,4.7,57k,Beginner,https://www.coursera.org/specializations/emerging-technologies,Project ManagementPlanningProject CharterProject Planning
678,Personal & Family Financial Planning,COURSE,4.6,120k,Mixed,https://www.coursera.org/learn/family-planning,Personal FinanceInsuranceSavingInvestment
679,Getting Started With Music Theory,COURSE,4.5,77k,Beginner,https://www.coursera.org/learn/music-theory,Personal FinanceInsuranceSavingInvestment
680,Essentials in Clinical Simulations Across the Health Professions,COURSE,4.8,7.8k,Intermediate,https://www.coursera.org/learn/clinicalsimulations,NursinghealthcareDebriefingINACSL StandardsClinical Simulation
681,Leading Healthcare Quality and Safety,COURSE,4.8,24k,Beginner,https://www.coursera.org/learn/quality-healthcare,NursinghealthcareDebriefingINACSL StandardsClinical Simulation
682,Spanish Vocabulary: Meeting People,COURSE,4.6,140k,Beginner,https://www.coursera.org/learn/spanish-vocabulary-meeting-people,NursinghealthcareDebriefingINACSL StandardsClinical Simulation
